PPI,ClusterSize,ClusterScore
BronchialEpithelialCells,4,0.636357391768
BronchialEpithelialCells,9,-0.114159413129
BronchialEpithelialCells,14,-0.0590776576238
BronchialEpithelialCells,4,0.0
BronchialEpithelialCells,4,0.138261760129
BronchialEpithelialCells,5,-0.130988839138
BronchialEpithelialCells,6,-0.265575850309
BronchialEpithelialCells,7,0.0262804948203
BronchialEpithelialCells,9,0.0442634760337
CD105__Endothelial,2259,0.111482467936
CD105__Endothelial,620,0.19822566613
CD105__Endothelial,604,0.0813672657074
CD105__Endothelial,483,0.0772532336371
CD105__Endothelial,664,0.144352741749
CD105__Endothelial,982,0.134459627265
CD105__Endothelial,3029,0.116939051869
CD105__Endothelial,701,0.160205070493
CD105__Endothelial,1500,0.0949491636655
CD105__Endothelial,281,0.00259464405865
CD105__Endothelial,534,0.010495514848
CD105__Endothelial,651,0.107674121028
CD105__Endothelial,4,0.0
CD105__Endothelial,266,0.180195367142
CD105__Endothelial,80,0.148502524221
CD105__Endothelial,4,0.636357391768
CD105__Endothelial,9,-0.114159413129
CD105__Endothelial,4,0.0
CD105__Endothelial,4,0.138261760129
CD105__Endothelial,5,-0.130988839138
CD105__Endothelial,8,-0.000650625512132
CD105__Endothelial,6,-0.265575850309
CD105__Endothelial,7,0.0262804948203
CD105__Endothelial,9,0.0442634760337
CD14__Monocytes,2298,0.120767387502
CD14__Monocytes,819,0.176259931081
CD14__Monocytes,108,0.174183445934
CD14__Monocytes,429,0.0463531248375
CD14__Monocytes,1625,0.101138413015
CD14__Monocytes,1035,0.128667884067
CD14__Monocytes,2717,0.104577429903
CD14__Monocytes,807,0.137258713003
CD14__Monocytes,582,-0.00190812719946
CD14__Monocytes,568,0.175059360379
CD14__Monocytes,360,0.00443476177077
CD14__Monocytes,35,0.252946627316
CD14__Monocytes,584,0.0803397834848
CD14__Monocytes,4,-0.0323374068964
CD14__Monocytes,4,0.0
CD14__Monocytes,398,0.145557756923
CD14__Monocytes,20,-0.0693933632525
CD14__Monocytes,267,0.165471639672
CD14__Monocytes,4,0.636357391768
CD14__Monocytes,9,-0.114159413129
CD14__Monocytes,4,0.0
CD14__Monocytes,4,0.138261760129
CD14__Monocytes,5,-0.130988839138
CD14__Monocytes,6,-0.265575850309
CD14__Monocytes,7,0.0262804948203
CD14__Monocytes,9,0.0442634760337
CD19__BCells_neg__sel_,2188,0.118407214383
CD19__BCells_neg__sel_,846,0.171114061523
CD19__BCells_neg__sel_,108,0.180418239249
